z,f_z,f_prime,f_z_minus_1,f_z_plus_1,speed_z_minus_1,speed_z,speed_z_plus_1,x_z_minus_1,y_z_minus_1,S_z_minus_1,x_z,y_z,S_z,x_z_plus_1,y_z_plus_1,S_z_plus_1,margin_vs_prev,margin_vs_next,margin_vs_best_neighbor
72,0.54,0.033,0.507,0.573,0.607,0.64,0.673,8,21,34962.52745543502,8,20,35315.788140705146,8,19,35229.13929337473,353.2606852701283,86.64884733041981,86.64884733041981
72,0.541,0.031,0.51,0.572,0.61,0.641,0.672,8,21,35382.44110019006,8,20,35449.094059675,8,19,35102.498670353365,66.65295948494168,346.5953893216356,66.65295948494168
72,0.541,0.032,0.509,0.573,0.609,0.641,0.673,8,21,35242.46988527171,8,20,35449.094059675,8,19,35229.13929337473,206.62417440328863,219.95476630027406,206.62417440328863
72,0.541,0.033,0.508,0.574,0.608,0.641,0.674,8,21,35102.498670353365,8,20,35449.094059675,8,19,35355.77991639609,346.5953893216356,93.31414327891252,93.31414327891252
72,0.542,0.031,0.511,0.573,0.611,0.642,0.673,8,21,35522.412315108406,8,20,35582.399978644855,8,19,35229.13929337473,59.98766353644896,353.2606852701283,59.98766353644896
72,0.542,0.032,0.51,0.574,0.61,0.642,0.674,8,21,35382.44110019006,8,20,35582.399978644855,8,19,35355.77991639609,199.95887845479592,226.62006224876677,199.95887845479592
72,0.542,0.033,0.509,0.575,0.609,0.642,0.675,8,21,35242.46988527171,8,20,35582.399978644855,8,19,35482.42053941745,339.9300933731429,99.97943922740524,99.97943922740524
72,0.543,0.031,0.512,0.574,0.612,0.643,0.674,8,21,35662.38353002675,8,20,35715.70589761471,8,19,35355.77991639609,53.32236758795625,359.925981218621,53.32236758795625
72,0.543,0.032,0.511,0.575,0.611,0.643,0.675,8,21,35522.412315108406,8,20,35715.70589761471,8,19,35482.42053941745,193.2935825063032,233.28535819725948,193.2935825063032
72,0.543,0.033,0.51,0.576,0.61,0.643,0.676,8,21,35382.44110019006,8,20,35715.70589761471,8,19,35609.06116243881,333.26479742465017,106.64473517589795,106.64473517589795
72,0.544,0.031,0.513,0.575,0.613,0.644,0.675,8,21,35802.3547449451,8,20,35849.01181658456,8,19,35482.42053941745,46.65707163946354,366.59127716711373,46.65707163946354
72,0.544,0.032,0.512,0.576,0.612,0.644,0.676,8,21,35662.38353002675,8,20,35849.01181658456,8,19,35609.06116243881,186.6282865578105,239.9506541457522,186.6282865578105
72,0.544,0.033,0.511,0.577,0.611,0.644,0.677,8,21,35522.412315108406,8,20,35849.01181658456,8,19,35735.70178546017,326.59950147615746,113.31003112439066,113.31003112439066
72,0.545,0.031,0.514,0.576,0.614,0.645,0.676,8,21,35942.32595986343,8,20,35982.3177355544,8,19,35609.06116243881,39.991775690970826,373.2565731155919,39.991775690970826
72,0.545,0.032,0.513,0.577,0.613,0.645,0.677,8,21,35802.3547449451,8,20,35982.3177355544,8,19,35735.70178546017,179.96299060930323,246.61595009423036,179.96299060930323
72,0.545,0.033,0.512,0.578,0.612,0.645,0.678,8,21,35662.38353002675,8,20,35982.3177355544,8,19,35862.342408481534,319.9342055276502,119.97532707286882,119.97532707286882
72,0.546,0.031,0.515,0.577,0.615,0.646,0.677,8,21,36082.29717478178,8,20,36115.62365452426,8,19,35735.70178546017,33.326479742478114,379.9218690640846,33.326479742478114
72,0.546,0.032,0.514,0.578,0.614,0.646,0.678,8,21,35942.32595986343,8,20,36115.62365452426,8,19,35862.342408481534,173.29769466082507,253.28124604272307,173.29769466082507
72,0.546,0.033,0.513,0.579,0.613,0.646,0.679,8,21,35802.3547449451,8,20,36115.62365452426,8,19,35988.98303150288,313.2689095791575,126.64062302137609,126.64062302137609
72,0.546,0.034,0.512,0.58,0.612,0.646,0.68,8,21,35662.38353002675,8,20,36115.62365452426,8,19,36115.62365452426,453.24012449750444,0.0,0.0
72,0.547,0.031,0.516,0.578,0.616,0.647,0.678,8,21,36222.268389700126,8,20,36248.92957349411,8,19,35862.342408481534,26.6611837939854,386.5871650125773,26.6611837939854
72,0.547,0.032,0.515,0.579,0.615,0.647,0.679,8,21,36082.29717478178,8,20,36248.92957349411,8,19,35988.98303150288,166.63239871233236,259.94654199123033,166.63239871233236
72,0.547,0.033,0.514,0.58,0.614,0.647,0.68,8,21,35942.32595986343,8,20,36248.92957349411,8,19,36115.62365452426,306.6036136306793,133.30591896985425,133.30591896985425
72,0.547,0.034,0.513,0.581,0.613,0.647,0.681,8,21,35802.3547449451,8,20,36248.92957349411,8,19,36242.264277545604,446.5748285490117,6.665295948507264,6.665295948507264
72,0.548,0.031,0.517,0.579,0.617,0.648,0.679,8,21,36362.23960461847,8,20,36382.235492463966,8,19,35988.98303150288,19.99588784549269,393.2524609610846,19.99588784549269
72,0.548,0.032,0.516,0.58,0.616,0.648,0.68,8,21,36222.268389700126,8,20,36382.235492463966,8,19,36115.62365452426,159.96710276383965,266.6118379397085,159.96710276383965
72,0.548,0.033,0.515,0.581,0.615,0.648,0.681,8,21,36082.29717478178,8,20,36382.235492463966,8,19,36242.264277545604,299.9383176821866,139.9712149183615,139.9712149183615
72,0.548,0.034,0.514,0.582,0.614,0.648,0.682,8,21,35942.32595986343,8,20,36382.235492463966,8,19,36368.90490056698,439.90953260053357,13.330591896985425,13.330591896985425
72,0.549,0.031,0.518,0.58,0.618,0.649,0.68,8,21,36502.21081953682,8,20,36515.54141143382,8,19,36115.62365452426,13.330591896999977,399.91775690956274,13.330591896999977
72,0.549,0.032,0.517,0.581,0.617,0.649,0.681,8,21,36362.23960461847,8,20,36515.54141143382,8,19,36242.264277545604,153.30180681534694,273.27713388821576,153.30180681534694
72,0.549,0.033,0.516,0.582,0.616,0.649,0.682,8,21,36222.268389700126,8,20,36515.54141143382,8,19,36368.90490056698,293.2730217336939,146.63651086683967,146.63651086683967
72,0.549,0.034,0.515,0.583,0.615,0.649,0.683,8,21,36082.29717478178,8,20,36515.54141143382,8,19,36495.54552358833,433.24423665204085,19.99588784549269,19.99588784549269
72,0.55,0.031,0.519,0.581,0.619,0.65,0.681,8,21,36642.18203445517,8,20,36648.847330403674,8,19,36242.264277545604,6.665295948507264,406.58305285807,6.665295948507264
72,0.55,0.032,0.518,0.582,0.618,0.65,0.682,8,21,36502.21081953682,8,20,36648.847330403674,8,19,36368.90490056698,146.63651086685422,279.9424298366939,146.63651086685422
72,0.55,0.033,0.517,0.583,0.617,0.65,0.683,8,21,36362.23960461847,8,20,36648.847330403674,8,19,36495.54552358833,286.6077257852012,153.30180681534694,153.30180681534694
72,0.55,0.034,0.516,0.584,0.616,0.65,0.684,8,21,36222.268389700126,8,20,36648.847330403674,8,19,36622.18614660969,426.57894070354814,26.6611837939854,26.6611837939854
72,0.551,0.031,0.52,0.582,0.62,0.651,0.682,8,21,36782.153249373514,8,20,36782.15324937353,8,19,36368.90490056698,1.4551915228366852e-11,413.24834880654817,1.4551915228366852e-11
72,0.551,0.032,0.519,0.583,0.619,0.651,0.683,8,21,36642.18203445517,8,20,36782.15324937353,8,19,36495.54552358833,139.9712149183615,286.6077257852012,139.9712149183615
72,0.551,0.033,0.518,0.584,0.618,0.651,0.684,8,21,36502.21081953682,8,20,36782.15324937353,8,19,36622.18614660969,279.94242983670847,159.96710276383965,159.96710276383965
72,0.551,0.034,0.517,0.585,0.617,0.651,0.685,8,21,36362.23960461847,8,20,36782.15324937353,8,19,36748.826769631036,419.91364475505543,33.326479742492666,33.326479742492666
72,0.552,0.032,0.52,0.584,0.62,0.652,0.684,8,21,36782.153249373514,8,20,36915.45916834337,8,19,36622.18614660969,133.30591896985425,293.27302173367934,133.30591896985425
72,0.552,0.033,0.519,0.585,0.619,0.652,0.685,8,21,36642.18203445517,8,20,36915.45916834337,8,19,36748.826769631036,273.2771338882012,166.63239871233236,166.63239871233236
72,0.552,0.034,0.518,0.586,0.618,0.652,0.686,8,21,36502.21081953682,8,20,36915.45916834337,8,19,36875.4673926524,413.24834880654817,39.991775690970826,39.991775690970826
72,0.553,0.032,0.521,0.585,0.621,0.653,0.685,8,21,36922.12446429185,8,20,37048.76508731322,8,19,36748.826769631036,126.64062302137609,299.9383176821866,126.64062302137609
72,0.553,0.033,0.52,0.586,0.62,0.653,0.686,8,21,36782.153249373514,8,20,37048.76508731322,8,19,36875.4673926524,266.6118379397085,173.29769466082507,173.29769466082507
72,0.553,0.034,0.519,0.587,0.619,0.653,0.687,8,21,36642.18203445517,8,20,37048.76508731322,8,19,37002.10801567376,406.58305285805545,46.65707163946354,46.65707163946354
72,0.554,0.032,0.522,0.586,0.622,0.654,0.686,8,21,37062.09567921019,8,20,37182.07100628308,8,19,36875.4673926524,119.97532707288337,306.6036136306793,119.97532707288337
72,0.554,0.033,0.521,0.587,0.621,0.654,0.687,8,21,36922.12446429185,8,20,37182.07100628308,8,19,37002.10801567376,259.94654199123033,179.96299060931779,179.96299060931779
72,0.554,0.034,0.52,0.588,0.62,0.654,0.688,8,21,36782.153249373514,8,20,37182.07100628308,8,19,37128.748638695106,399.91775690956274,53.3223675879708,53.3223675879708
72,0.555,0.032,0.523,0.587,0.623,0.655,0.687,8,21,37202.06689412854,8,20,37315.37692525293,8,19,37002.10801567376,113.31003112439066,313.26890957917203,113.31003112439066
72,0.555,0.033,0.522,0.588,0.622,0.655,0.688,8,21,37062.09567921019,8,20,37315.37692525293,8,19,37128.748638695106,253.28124604273762,186.62828655782505,186.62828655782505
72,0.555,0.034,0.521,0.589,0.621,0.655,0.689,8,21,36922.12446429185,8,20,37315.37692525293,8,19,37255.38926171648,393.2524609610846,59.98766353644896,59.98766353644896
72,0.556,0.032,0.524,0.588,0.624,0.656,0.688,8,21,37342.03810904689,8,20,37448.682844222785,8,19,37128.748638695106,106.64473517589795,319.9342055276793,106.64473517589795
72,0.556,0.033,0.523,0.589,0.623,0.656,0.689,8,21,37202.06689412854,8,20,37448.682844222785,8,19,37255.38926171648,246.6159500942449,193.2935825063032,193.2935825063032
72,0.556,0.034,0.522,0.59,0.622,0.656,0.69,8,21,37062.09567921019,8,20,37448.682844222785,8,19,37382.02988473783,386.58716501259187,66.65295948495623,66.65295948495623
72,0.557,0.032,0.525,0.589,0.625,0.657,0.689,8,21,37482.009323965234,8,20,37581.98876319264,8,19,37255.38926171648,99.97943922740524,326.59950147615746,99.97943922740524
72,0.557,0.033,0.524,0.59,0.624,0.657,0.69,8,21,37342.03810904689,8,20,37581.98876319264,8,19,37382.02988473783,239.9506541457522,199.95887845481047,199.95887845481047
72,0.557,0.034,0.523,0.591,0.623,0.657,0.691,8,21,37202.06689412854,8,20,37581.98876319264,8,19,37508.670507759205,379.92186906409916,73.31825543343439,73.31825543343439
72,0.558,0.032,0.526,0.59,0.626,0.658,0.69,8,21,37621.98053888358,8,20,37715.29468216248,8,19,37382.02988473783,93.31414327889797,333.26479742465017,93.31414327889797
72,0.558,0.033,0.525,0.591,0.625,0.658,0.691,8,21,37482.009323965234,8,20,37715.29468216248,8,19,37508.670507759205,233.28535819724493,206.62417440327408,206.62417440327408
72,0.558,0.034,0.524,0.592,0.624,0.658,0.692,8,21,37342.03810904689,8,20,37715.29468216248,8,19,37635.31113078055,373.2565731155919,79.9835513819271,79.9835513819271
72,0.559,0.032,0.527,0.591,0.627,0.659,0.691,8,21,37761.95175380193,8,20,37848.60060113233,8,19,37508.670507759205,86.64884733040526,339.93009337312833,86.64884733040526
72,0.559,0.033,0.526,0.592,0.626,0.659,0.692,8,21,37621.98053888358,8,20,37848.60060113233,8,19,37635.31113078055,226.62006224875222,213.28947035178135,213.28947035178135
72,0.559,0.034,0.525,0.593,0.625,0.659,0.693,8,21,37482.009323965234,8,20,37848.60060113233,8,19,37761.95175380191,366.5912771670992,86.64884733041981,86.64884733041981
72,0.56,0.032,0.528,0.592,0.628,0.66,0.692,8,21,37901.92296872026,8,20,37981.90652010219,8,19,37635.31113078055,79.9835513819271,346.5953893216356,79.9835513819271
72,0.56,0.033,0.527,0.593,0.627,0.66,0.693,8,21,37761.95175380193,8,20,37981.90652010219,8,19,37761.95175380191,219.9547663002595,219.95476630027406,219.9547663002595
72,0.56,0.034,0.526,0.594,0.626,0.66,0.694,8,21,37621.98053888358,8,20,37981.90652010219,8,19,37888.592376823275,359.92598121860647,93.31414327891252,93.31414327891252
72,0.561,0.032,0.529,0.593,0.629,0.661,0.693,8,21,38041.89418363861,8,20,38115.21243907204,8,19,37761.95175380191,73.31825543343439,353.2606852701283,73.31825543343439
72,0.561,0.033,0.528,0.594,0.628,0.661,0.694,8,21,37901.92296872026,8,20,38115.21243907204,8,19,37888.592376823275,213.28947035178135,226.62006224876677,213.28947035178135
72,0.561,0.034,0.527,0.595,0.627,0.661,0.695,8,21,37761.95175380193,8,20,38115.21243907204,8,19,38015.23299984464,353.26068527011375,99.97943922740524,99.97943922740524
72,0.562,0.032,0.53,0.594,0.63,0.662,0.694,8,21,38181.865398556954,8,20,38248.51835804188,8,19,37888.592376823275,66.65295948492712,359.92598121860647,66.65295948492712
72,0.562,0.033,0.529,0.595,0.629,0.662,0.695,8,21,38041.89418363861,8,20,38248.51835804188,8,19,38015.23299984464,206.62417440327408,233.28535819724493,206.62417440327408
72,0.562,0.034,0.528,0.596,0.628,0.662,0.696,8,21,37901.92296872026,8,20,38248.51835804188,8,19,38141.87362286598,346.59538932162104,106.64473517589795,106.64473517589795
72,0.563,0.032,0.531,0.595,0.631,0.663,0.695,8,21,38321.8366134753,8,20,38381.824277011736,8,19,38015.23299984464,59.98766353643441,366.5912771670992,59.98766353643441
72,0.563,0.033,0.53,0.596,0.63,0.663,0.696,8,21,38181.865398556954,8,20,38381.824277011736,8,19,38141.87362286598,199.95887845478137,239.9506541457522,199.95887845478137
72,0.563,0.034,0.529,0.597,0.629,0.663,0.697,8,21,38041.89418363861,8,20,38381.824277011736,8,19,38268.51424588736,339.93009337312833,113.31003112437611,113.31003112437611
72,0.564,0.032,0.532,0.596,0.632,0.664,0.696,8,21,38461.807828393634,8,20,38515.130195981576,8,19,38141.87362286598,53.3223675879417,373.2565731155919,53.3223675879417
72,0.564,0.033,0.531,0.597,0.631,0.664,0.697,8,21,38321.8366134753,8,20,38515.130195981576,8,19,38268.51424588736,193.2935825062741,246.6159500942158,193.2935825062741
72,0.564,0.034,0.53,0.598,0.63,0.664,0.698,8,21,38181.865398556954,8,20,38515.130195981576,8,19,38395.15486890871,333.26479742462107,119.97532707286882,119.97532707286882
72,0.565,0.032,0.533,0.597,0.633,0.665,0.697,8,21,38601.77904331198,8,20,38648.43611495143,8,19,38268.51424588736,46.657071639448986,379.92186906407005,46.657071639448986
72,0.565,0.033,0.532,0.598,0.632,0.665,0.698,8,21,38461.807828393634,8,20,38648.43611495143,8,19,38395.15486890871,186.62828655779595,253.28124604272307,186.62828655779595
72,0.565,0.034,0.531,0.599,0.631,0.665,0.699,8,21,38321.8366134753,8,20,38648.43611495143,8,19,38521.79549193008,326.59950147612835,126.64062302134698,126.64062302134698
72,0.565,0.035,0.53,0.6,0.63,0.665,0.7,8,21,38181.865398556954,8,20,38648.43611495143,8,19,38648.43611495143,466.5707163944753,0.0,0.0
72,0.566,0.032,0.534,0.598,0.634,0.666,0.698,8,21,38741.75025823033,8,20,38781.742033921284,8,19,38395.15486890871,39.991775690956274,386.5871650125773,39.991775690956274
72,0.566,0.033,0.533,0.599,0.633,0.666,0.699,8,21,38601.77904331198,8,20,38781.742033921284,8,19,38521.79549193008,179.96299060930323,259.94654199120123,179.96299060930323
72,0.566,0.034,0.532,0.6,0.632,0.666,0.7,8,21,38461.807828393634,8,20,38781.742033921284,8,19,38648.43611495143,319.9342055276502,133.30591896985425,133.30591896985425
72,0.566,0.035,0.531,0.601,0.631,0.666,0.701,8,21,38321.8366134753,8,20,38781.742033921284,8,19,38775.07673797279,459.9054204459826,6.665295948492712,6.665295948492712
72,0.567,0.032,0.535,0.599,0.635,0.667,0.699,8,21,38881.721473148675,8,20,38915.04795289114,8,19,38521.79549193008,33.32647974246356,393.2524609610555,33.32647974246356
72,0.567,0.033,0.534,0.6,0.634,0.667,0.7,8,21,38741.75025823033,8,20,38915.04795289114,8,19,38648.43611495143,173.29769466081052,266.6118379397085,173.29769466081052
72,0.567,0.034,0.533,0.601,0.633,0.667,0.701,8,21,38601.77904331198,8,20,38915.04795289114,8,19,38775.07673797279,313.2689095791575,139.97121491834696,139.97121491834696
72,0.567,0.035,0.532,0.602,0.632,0.667,0.702,8,21,38461.807828393634,8,20,38915.04795289114,8,19,38901.71736099415,453.24012449750444,13.330591896985425,13.330591896985425
72,0.568,0.032,0.536,0.6,0.636,0.668,0.7,8,21,39021.69268806702,8,20,39048.35387186099,8,19,38648.43611495143,26.66118379397085,399.91775690956274,26.66118379397085
72,0.568,0.033,0.535,0.601,0.635,0.668,0.701,8,21,38881.721473148675,8,20,39048.35387186099,8,19,38775.07673797279,166.6323987123178,273.2771338882012,166.6323987123178
72,0.568,0.034,0.534,0.602,0.634,0.668,0.702,8,21,38741.75025823033,8,20,39048.35387186099,8,19,38901.71736099415,306.60361363066477,146.63651086683967,146.63651086683967
72,0.568,0.035,0.533,0.603,0.633,0.668,0.703,8,21,38601.77904331198,8,20,39048.35387186099,8,19,39028.357984015514,446.5748285490117,19.995887845478137,19.995887845478137
72,0.569,0.032,0.537,0.601,0.637,0.669,0.701,8,21,39161.663902985354,8,20,39181.65979083085,8,19,38775.07673797279,19.99588784549269,406.58305285805545,19.99588784549269
72,0.569,0.033,0.536,0.602,0.636,0.669,0.702,8,21,39021.69268806702,8,20,39181.65979083085,8,19,38901.71736099415,159.9671027638251,279.9424298366939,159.9671027638251
72,0.569,0.034,0.535,0.603,0.635,0.669,0.703,8,21,38881.721473148675,8,20,39181.65979083085,8,19,39028.357984015514,299.93831768217206,153.30180681533238,153.30180681533238
72,0.569,0.035,0.534,0.604,0.634,0.669,0.704,8,21,38741.75025823033,8,20,39181.65979083085,8,19,39154.99860703686,439.909532600519,26.6611837939854,26.6611837939854
72,0.57,0.032,0.538,0.602,0.638,0.67,0.702,8,21,39301.6351179037,8,20,39314.9657098007,8,19,38901.71736099415,13.330591896999977,413.24834880654817,13.330591896999977
72,0.57,0.033,0.537,0.603,0.637,0.67,0.703,8,21,39161.663902985354,8,20,39314.9657098007,8,19,39028.357984015514,153.30180681534694,286.60772578518663,153.30180681534694
72,0.57,0.034,0.536,0.604,0.636,0.67,0.704,8,21,39021.69268806702,8,20,39314.9657098007,8,19,39154.99860703686,293.27302173367934,159.96710276383965,159.96710276383965
72,0.57,0.035,0.535,0.605,0.635,0.67,0.705,8,21,38881.721473148675,8,20,39314.9657098007,8,19,39281.63923005824,433.2442366520263,33.32647974246356,33.32647974246356
72,0.571,0.032,0.539,0.603,0.639,0.671,0.703,8,21,39441.60633282205,8,20,39448.271628770555,8,19,39028.357984015514,6.665295948507264,419.9136447550409,6.665295948507264
72,0.571,0.033,0.538,0.604,0.638,0.671,0.704,8,21,39301.6351179037,8,20,39448.271628770555,8,19,39154.99860703686,146.63651086685422,293.2730217336939,146.63651086685422
72,0.571,0.034,0.537,0.605,0.637,0.671,0.705,8,21,39161.663902985354,8,20,39448.271628770555,8,19,39281.63923005824,286.6077257852012,166.6323987123178,166.6323987123178
72,0.571,0.035,0.536,0.606,0.636,0.671,0.706,8,21,39021.69268806702,8,20,39448.271628770555,8,19,39408.279853079584,426.5789407035336,39.991775690970826,39.991775690970826
72,0.572,0.032,0.54,0.604,0.64,0.672,0.704,8,21,39581.577547740395,8,20,39581.577547740395,8,19,39154.99860703686,0.0,426.5789407035336,0.0
72,0.572,0.033,0.539,0.605,0.639,0.672,0.705,8,21,39441.60633282205,8,20,39581.577547740395,8,19,39281.63923005824,139.97121491834696,299.9383176821575,139.97121491834696
72,0.572,0.034,0.538,0.606,0.638,0.672,0.706,8,21,39301.6351179037,8,20,39581.577547740395,8,19,39408.279853079584,279.9424298366939,173.29769466081052,173.29769466081052
72,0.572,0.035,0.537,0.607,0.637,0.672,0.707,8,21,39161.663902985354,8,20,39581.577547740395,8,19,39534.92047610096,419.9136447550409,46.657071639434434,46.657071639434434
72,0.573,0.033,0.54,0.606,0.64,0.673,0.706,8,21,39581.577547740395,8,20,39714.88346671025,8,19,39408.279853079584,133.30591896985425,306.60361363066477,133.30591896985425
72,0.573,0.034,0.539,0.607,0.639,0.673,0.707,8,21,39441.60633282205,8,20,39714.88346671025,8,19,39534.92047610096,273.2771338882012,179.96299060928868,179.96299060928868
72,0.573,0.035,0.538,0.608,0.638,0.673,0.708,8,21,39301.6351179037,8,20,39714.88346671025,8,19,39661.56109912231,413.24834880654817,53.3223675879417,53.3223675879417
72,0.574,0.033,0.541,0.607,0.641,0.674,0.707,8,21,39721.54876265874,8,20,39848.18938568009,8,19,39534.92047610096,126.64062302134698,313.2689095791284,126.64062302134698
72,0.574,0.034,0.54,0.608,0.64,0.674,0.708,8,21,39581.577547740395,8,20,39848.18938568009,8,19,39661.56109912231,266.61183793969394,186.6282865577814,186.6282865577814
72,0.574,0.035,0.539,0.609,0.639,0.674,0.709,8,21,39441.60633282205,8,20,39848.18938568009,8,19,39788.20172214367,406.5830528580409,59.98766353641986,59.98766353641986
72,0.575,0.033,0.542,0.608,0.642,0.675,0.708,8,21,39861.51997757709,8,20,39981.49530464994,8,19,39661.56109912231,119.97532707285427,319.93420552763564,119.97532707285427
72,0.575,0.034,0.541,0.609,0.641,0.675,0.709,8,21,39721.54876265874,8,20,39981.49530464994,8,19,39788.20172214367,259.94654199120123,193.2935825062741,193.2935825062741
72,0.575,0.035,0.54,0.61,0.64,0.675,0.71,8,21,39581.577547740395,8,20,39981.49530464994,8,19,39914.84234516503,399.9177569095482,66.65295948491257,66.65295948491257
72,0.576,0.033,0.543,0.609,0.643,0.676,0.709,8,21,40001.491192495436,8,20,40114.80122361981,8,19,39788.20172214367,113.31003112437611,326.5995014761429,113.31003112437611
72,0.576,0.034,0.542,0.61,0.642,0.676,0.71,8,21,39861.51997757709,8,20,40114.80122361981,8,19,39914.84234516503,253.28124604272307,199.95887845478137,199.95887845478137
72,0.576,0.035,0.541,0.611,0.641,0.676,0.711,8,21,39721.54876265874,8,20,40114.80122361981,8,19,40041.48296818638,393.25246096107,73.31825543343439,73.31825543343439
72,0.577,0.033,0.544,0.61,0.644,0.677,0.71,8,21,40141.46240741377,8,20,40248.10714258965,8,19,39914.84234516503,106.6447351758834,333.26479742462107,106.6447351758834
72,0.577,0.034,0.543,0.611,0.643,0.677,0.711,8,21,40001.491192495436,8,20,40248.10714258965,8,19,40041.48296818638,246.6159500942158,206.62417440327408,206.62417440327408
72,0.577,0.035,0.542,0.612,0.642,0.677,0.712,8,21,39861.51997757709,8,20,40248.10714258965,8,19,40168.12359120774,386.58716501256276,79.98355138191255,79.98355138191255
72,0.578,0.033,0.545,0.611,0.645,0.678,0.711,8,21,40281.433622332115,8,20,40381.41306155952,8,19,40041.48296818638,99.97943922740524,339.9300933731429,99.97943922740524
72,0.578,0.034,0.544,0.612,0.644,0.678,0.712,8,21,40141.46240741377,8,20,40381.41306155952,8,19,40168.12359120774,239.9506541457522,213.28947035178135,213.28947035178135
72,0.578,0.035,0.543,0.613,0.643,0.678,0.713,8,21,40001.491192495436,8,20,40381.41306155952,8,19,40294.7642142291,379.9218690640846,86.64884733041981,86.64884733041981
72,0.579,0.033,0.546,0.612,0.646,0.679,0.712,8,21,40421.40483725046,8,20,40514.71898052936,8,19,40168.12359120774,93.31414327889797,346.59538932162104,93.31414327889797
72,0.579,0.034,0.545,0.613,0.645,0.679,0.713,8,21,40281.433622332115,8,20,40514.71898052936,8,19,40294.7642142291,233.28535819724493,219.9547663002595,219.9547663002595
72,0.579,0.035,0.544,0.614,0.644,0.679,0.714,8,21,40141.46240741377,8,20,40514.71898052936,8,19,40421.40483725046,373.2565731155919,93.31414327889797,93.31414327889797
72,0.58,0.033,0.547,0.613,0.647,0.68,0.713,8,21,40561.37605216881,8,20,40648.024899499214,8,19,40294.7642142291,86.64884733040526,353.26068527011375,86.64884733040526
72,0.58,0.034,0.546,0.614,0.646,0.68,0.714,8,21,40421.40483725046,8,20,40648.024899499214,8,19,40421.40483725046,226.62006224875222,226.62006224875222,226.62006224875222
72,0.58,0.035,0.545,0.615,0.645,0.68,0.715,8,21,40281.433622332115,8,20,40648.024899499214,8,19,40548.04546027181,366.5912771670992,99.97943922740524,99.97943922740524
72,0.581,0.033,0.548,0.614,0.648,0.681,0.714,8,21,40701.347267087156,8,20,40781.33081846907,8,19,40421.40483725046,79.98355138191255,359.92598121860647,79.98355138191255
72,0.581,0.034,0.547,0.615,0.647,0.681,0.715,8,21,40561.37605216881,8,20,40781.33081846907,8,19,40548.04546027181,219.9547663002595,233.28535819725948,219.9547663002595
72,0.581,0.035,0.546,0.616,0.646,0.681,0.716,8,21,40421.40483725046,8,20,40781.33081846907,8,19,40674.686083293185,359.92598121860647,106.6447351758834,106.6447351758834
72,0.582,0.033,0.549,0.615,0.649,0.682,0.715,8,21,40841.3184820055,8,20,40914.63673743892,8,19,40548.04546027181,73.31825543341984,366.59127716711373,73.31825543341984
72,0.582,0.034,0.548,0.616,0.648,0.682,0.716,8,21,40701.347267087156,8,20,40914.63673743892,8,19,40674.686083293185,213.2894703517668,239.95065414573764,213.2894703517668
72,0.582,0.035,0.547,0.617,0.647,0.682,0.717,8,21,40561.37605216881,8,20,40914.63673743892,8,19,40801.32670631453,353.26068527011375,113.31003112439066,113.31003112439066
72,0.583,0.033,0.55,0.616,0.65,0.683,0.716,8,21,40981.28969692385,8,20,41047.94265640876,8,19,40674.686083293185,66.65295948491257,373.25657311557734,66.65295948491257
72,0.583,0.034,0.549,0.617,0.649,0.683,0.717,8,21,40841.3184820055,8,20,41047.94265640876,8,19,40801.32670631453,206.62417440325953,246.61595009423036,206.62417440325953
72,0.583,0.035,0.548,0.618,0.648,0.683,0.718,8,21,40701.347267087156,8,20,41047.94265640876,8,19,40927.96732933591,346.5953893216065,119.97532707285427,119.97532707285427
72,0.584,0.033,0.551,0.617,0.651,0.684,0.717,8,21,41121.26091184218,8,20,41181.24857537863,8,19,40801.32670631453,59.98766353644896,379.92186906409916,59.98766353644896
72,0.584,0.034,0.55,0.618,0.65,0.684,0.718,8,21,40981.28969692385,8,20,41181.24857537863,8,19,40927.96732933591,199.95887845478137,253.28124604272307,199.95887845478137
72,0.584,0.035,0.549,0.619,0.649,0.684,0.719,8,21,40841.3184820055,8,20,41181.24857537863,8,19,41054.607952357255,339.93009337312833,126.64062302137609,126.64062302137609
72,0.584,0.036,0.548,0.62,0.648,0.684,0.72,8,21,40701.347267087156,8,20,41181.24857537863,8,19,41181.24857537862,479.9013082914753,1.4551915228366852e-11,1.4551915228366852e-11
72,0.585,0.033,0.552,0.618,0.652,0.685,0.718,8,21,41261.23212676053,8,20,41314.55449434847,8,19,40927.96732933591,53.3223675879417,386.58716501256276,53.3223675879417
72,0.585,0.034,0.551,0.619,0.651,0.685,0.719,8,21,41121.26091184218,8,20,41314.55449434847,8,19,41054.607952357255,193.29358250628866,259.9465419912158,193.29358250628866
72,0.585,0.035,0.55,0.62,0.65,0.685,0.72,8,21,40981.28969692385,8,20,41314.55449434847,8,19,41181.24857537862,333.26479742462107,133.30591896985425,133.30591896985425
72,0.585,0.036,0.549,0.621,0.649,0.685,0.721,8,21,40841.3184820055,8,20,41314.55449434847,8,19,41307.88919839998,473.236012342968,6.665295948492712,6.665295948492712
72,0.586,0.033,0.553,0.619,0.653,0.686,0.719,8,21,41401.203341678876,8,20,41447.86041331831,8,19,41054.607952357255,46.657071639434434,393.2524609610555,46.657071639434434
72,0.586,0.034,0.552,0.62,0.652,0.686,0.72,8,21,41261.23212676053,8,20,41447.86041331831,8,19,41181.24857537862,186.6282865577814,266.61183793969394,186.6282865577814
